CHAVE DOM	ZONA	DOMIC	NUM_FAM	TIPO_IMÓVEL	Nº_CÔMODOS	ESGOTO	AGUA	CONSUMO	RADIO	TV	MAQ_LAV	GELADEIR	CELULAR	TEL_FIXO	MICRO	MICRO_IN	MOTO	AUTO	QTE_FAM	TIPO_DOM	COND_MOR	TMP_CID	TMP_DOM	FAT_EXP DOM		
29-91-1	29	091	1	Casa de alvenaria	7	Rede pública	Rede pública	70	2	3	1	1	3	1	0	0	1	1	1	Particular	Própria	13	4	101,11		
29-95-1	29	095	1	Casa de alvenaria	3	Rede pública	Rede pública	28	1	1	0	1	2	0	1	0	0	0	1	Particular	Própria	25	8	101,11		
29-96-1	29	096	1	Casa de alvenaria	5	Rede pública	Rede pública	71	1	1	1	1	3	1	1	1	0	0	1	Particular	Alugada	8	1	101,11		
29-98-1	29	098	1	Casa de alvenaria	5	Rede pública	Rede pública	70	1	1	1	1	2	1	1	1	0	1	1	Particular	Própria	30	11	101,11		
29-99-1	29	099	1	Casa de alvenaria	4	Rede pública	Rede pública	65	1	1	1	1	2	0	1	1	0	1	1	Particular	Própria	35	4	101,11		
29-100-1	29	100	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	2	3	1	1	3	1	1	1	0	1	1	Particular	Própria	28	6	101,11		
29-102-1	29	102	1	Casa de alvenaria	4	Rede pública	Rede pública	67	1	2	1	1	2	0	0	0	0	1	1	Particular	Alugada	15	7	101,11		
29-105-1	29	105	1	Apartamento	5	Rede pública	Rede pública	56	1	2	1	1	2	0	0	0	0	1	1	Particular	Alugada	35	0	101,11		
29-108-1	29	108	1	Casa de alvenaria	6	Rede pública	Rede pública	130	1	2	1	1	4	1	1	1	0	0	1	Particular	Cedida	44	32	101,11		
29-110-1	29	110	1	Casa de alvenaria	4	Não sabe	Rede pública	29	0	1	1	1	1	0	0	0	0	0	1	Particular	Própria	36	23	101,11		
29-111-1	29	111	1	Casa de alvenaria	5	Rede pública	Rede pública	60	1	1	1	1	2	0	0	0	0	1	1	Particular	Própria	18	5	101,11		
29-112-1	29	112	1	Casa de alvenaria	7	Rede pública	Rede pública	100	1	0	1	1	3	0	0	0	0	0	1	Particular	Própria	32	28	101,11		
29-113-1	29	113	1	Casa de alvenaria	3	Rede pública	Rede pública	28	1	1	1	1	0	0	0	0	0	0	1	Particular	Alugada	30	1	101,11		
29-114-1	29	114	1	Casa de alvenaria	5	Rede pública	Rede pública	90	0	1	1	1	2	1	1	1	0	0	1	Particular	Própria	23	23	101,11		
29-115-1	29	115	1	Casa de alvenaria	6	Rede pública	Rede pública	210	2	2	1	1	2	1	1	1	0	1	1	Particular	Própria	40	7	101,11		
29-116-1	29	116	1	Casa de alvenaria	5	Rede pública	Rede pública	63	1	1	1	1	1	1	1	1	0	0	1	Particular	Própria	39	31	101,11		
29-117-1	29	117	1	Casa de alvenaria	8	Rede pública	Rede pública	72	2	1	1	1	1	1	1	1	0	1	1	Particular	Própria	15	15	101,11		
29-118-1	29	118	1	Casa de alvenaria	6	Rede pública	Rede pública	59	1	2	2	1	5	1	3	2	0	2	1	Particular	Própria	30	30	101,11		
29-119-1	29	119	1	Casa de alvenaria	4	Rede pública	Rede pública	210	0	1	2	1	4	1	1	1	0	2	1	Coletivo	Alugada	25	3	101,11		
29-120-1	29	120	1	Casa de alvenaria	3	Rede pública	Rede pública	48	1	2	0	1	0	1	0	0	0	1	1	Particular	Alugada	32	32	101,11		
29-121-1	29	121	1	Casa de alvenaria	5	Rede pública	Rede pública	120	1	2	1	1	4	0	1	1	1	2	1	Particular	Própria	35	35	101,11		
29-122-1	29	122	1	Casa de alvenaria	6	Rede pública	Rede pública	152	1	3	1	1	5	1	1	1	1	1	1	Particular	Própria	32	23	101,11		
29-124-1	29	124	1	Casa de alvenaria	5	Rede pública	Rede pública	25	1	1	1	1	1	1	0	0	0	0	1	Particular	Própria	30	20	101,11		
29-125-1	29	125	1	Casa de alvenaria	3	Rede pública	Rede pública	173	1	1	0	1	1	0	0	0	0	0	1	Particular	Própria	67	20	101,11		
29-127-1	29	127	1	Casa de alvenaria	7	Rede pública	Rede pública	64	1	2	1	1	1	0	1	1	0	1	1	Particular	Própria	30	17	101,11		
29-129-1	29	129	1	Casa de alvenaria	8	Rede pública	Rede pública	45	2	2	1	1	1	1	1	1	0	2	1	Particular	Própria	53	15	101,11		
29-131-1	29	131	1	Casa de alvenaria	7	Rede pública	Rede pública	80	1	3	1	1	4	1	1	1	0	2	1	Particular	Própria	40	25	101,11		
29-134-1	29	134	1	Casa de alvenaria	4	Rede pública	Rede pública	47	1	2	1	1	1	1	0	0	0	1	1	Particular	Própria	33	30	101,11		
29-135-1	29	135	1	Casa de alvenaria	2	Rede pública	Rede pública	100	1	3	1	1	2	1	0	0	1	1	1	Particular	Própria	44	26	101,11		
29-136-1	29	136	1	Apartamento	5	Rede pública	Rede pública	40	0	2	0	1	0	1	0	1	0	0	1	Particular	Própria	40	2	101,11		
29-137-1	29	137	1	Casa de alvenaria	9	Rede pública	Rede pública	70	0	2	1	1	0	1	0	0	0	1	1	Particular	Própria	6	6	101,11		
29-138-1	29	138	1	Casa de alvenaria	5	Rede pública	Rede pública	40	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	25	5	101,11		
29-146-1	29	146	1	Casa de alvenaria	5	Rede pública	Rede pública	76	1	2	1	1	2	1	2	1	0	1	1	Particular	Própria	35	13	101,11		
29-151-1	29	151	1	Apartamento	4	Rede pública	Rede pública	52	2	1	1	1	2	1	0	0	0	0	1	Particular	Própria	27	10	101,11		
29-153-1	29	153	1	Casa de alvenaria	5	Rede pública	Rede pública	14	0	0	0	1	0	1	0	0	0	0	1	Particular	Própria	31	24	101,11		
29-155-1	29	155	1	Casa de alvenaria	6	Rede pública	Rede pública	120	0	2	1	1	3	1	1	1	0	2	1	Particular	Própria	49	30	101,11		
29-160-1	29	160	1	Casa de alvenaria	8	Rede pública	Rede pública	52	1	1	0	1	0	1	1	0	0	0	1	Particular	Própria	60	30	101,11		
29-172-1	29	172	1	Casa de alvenaria	5	Rede pública	Rede pública	110	1	1	1	1	1	1	1	1	0	1	1	Particular	Alugada	25	1	101,11		
29-174-1	29	174	1	Casa de alvenaria	7	Rede pública	Rede pública	95	2	2	1	1	2	1	1	1	0	2	1	Particular	Própria	38	10	101,11		
30-1-1	30	001	1	Apartamento	5	Rede pública	Rede pública	140	1	2	1	1	2	0	1	1	0	2	1	Particular	Alugada	25	10	85,02		
30-2-1	30	002	1	Casa de alvenaria	7	Rede pública	Rede pública	100	0	1	1	1	2	1	0	0	0	2	1	Particular	Própria	20	5	85,02		
30-3-1	30	003	1	Casa de alvenaria	6	Rede pública	Rede pública	145	2	2	1	1	3	1	0	0	0	1	1	Particular	Própria	36	5	85,02		
30-5-1	30	005	1	Casa de alvenaria	4	Rede pública	Rede pública	72	1	1	1	1	0	0	1	1	0	1	1	Particular	Própria	40	23	85,02		
30-6-1	30	006	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	0	1	1	1	0	1	0	0	0	0	1	Particular	Própria	12	5	85,02		
30-7-1	30	007	1	Casa de alvenaria	8	Rede pública	Rede pública	100	2	2	1	1	1	1	1	1	0	1	1	Particular	Própria	31	31	85,02		
30-10-1	30	010	1	Apartamento	9	Rede pública	Rede pública	120	2	4	1	2	2	1	1	1	0	1	1	Particular	Própria	12	12	85,02		
30-11-1	30	011	1	Casa de alvenaria	6	Rede pública	Rede pública	214	0	3	1	1	3	1	1	1	0	1	1	Particular	Própria	35	30	85,02		
30-12-1	30	012	1	Casa de alvenaria	5	Rede pública	Rede pública	30	1	1	1	1	1	1	1	1	0	1	1	Particular	Alugada	40	13	85,02		
30-13-1	30	013	1	Casa de alvenaria	6	Rede pública	Rede pública	157	3	2	1	1	5	1	1	1	1	2	1	Particular	Alugada	57	33	85,02		
30-14-1	30	014	1	Casa de alvenaria	6	Rede pública	Rede pública	40	1	1	1	1	2	1	1	0	0	0	1	Particular	Própria	34	34	85,02		
30-15-1	30	015	1	Casa de alvenaria	4	Rede pública	Rede pública	100	2	3	1	1	0	1	1	1	0	1	1	Particular	Própria	25	13	85,02		
30-17-1	30	017	1	Apartamento	8	Rede pública	Rede pública	100	3	3	1	1	1	1	1	1	0	1	1	Particular	Própria	39	5	85,02		
30-18-1	30	018	1	Apartamento	6	Rede pública	Rede pública	50	1	1	1	1	1	1	1	1	0	0	1	Particular	Própria	60	2	85,02		
30-22-1	30	022	1	Apartamento	11	Rede pública	Rede pública	145	2	2	1	1	3	1	3	3	0	1	1	Particular	Própria	14	2	85,02		
30-23-1	30	023	1	Apartamento	9	Rede pública	Rede pública	150	0	3	1	1	4	0	1	1	0	2	1	Particular	Própria	NI	2	85,02		
30-24-1	30	024	1	Apartamento	6	Rede pública	Rede pública	65	0	1	1	1	4	1	1	1	0	0	1	Particular	Própria	6	2	85,02		
30-25-1	30	025	1	Casa de alvenaria	6	Rede pública	Rede pública	50	2	3	1	1	2	0	1	1	1	4	1	Particular	Própria	22	3	85,02		
30-27-1	30	027	1	Apartamento	7	Rede pública	Rede pública	48	1	1	1	1	0	1	0	0	1	1	1	Particular	Própria	38	33	85,02		
30-28-1	30	028	1	Casa de alvenaria	14	Rede pública	Rede pública	130	2	4	1	1	4	1	4	4	0	2	1	Particular	Própria	5	1	85,02		
30-30-1	30	030	1	Apartamento	7	Rede pública	Rede pública	200	1	3	1	1	2	0	1	1	0	0	1	Particular	Própria	30	12	85,02		
30-31-1	30	031	1	Casa de alvenaria	5	Rede pública	Rede pública	10	1	1	0	1	1	1	0	0	0	0	1	Particular	Própria	55	35	85,02		
30-32-1	30	032	1	Casa de alvenaria	8	Rede pública	Rede pública	56	1	2	1	1	3	1	2	1	0	2	1	Particular	Alugada	3	3	85,02		
30-34-1	30	034	1	Casa de alvenaria	6	Rede pública	Rede pública	58	1	1	1	1	2	1	1	1	1	1	1	Particular	Própria	30	10	85,02		
30-36-1	30	036	1	Casa de alvenaria	8	Rede pública	Rede pública	93	2	1	1	1	1	1	1	1	0	1	1	Particular	Própria	50	14	85,02		
30-37-1	30	037	1	Apartamento	5	Rede pública	Rede pública	70	0	1	1	1	1	1	0	1	0	0	1	Particular	Própria	2	2	85,02		
30-38-1	30	038	1	Apartamento	5	Rede pública	Rede pública	17	1	1	1	1	2	1	1	1	0	1	1	Particular	Própria	31	0	85,02		
30-39-1	30	039	1	Apartamento	5	Rede pública	Rede pública	55	0	1	1	1	1	0	1	1	0	1	1	Particular	Alugada	16	2	85,02		
30-40-1	30	040	1	Apartamento	4	Rede pública	Rede pública	100	0	1	1	1	4	1	1	1	0	1	1	Particular	Alugada	25	2	85,02		
30-41-1	30	041	1	Casa de alvenaria	5	Rede pública	Rede pública	21	1	1	1	1	0	1	0	0	0	1	1	Particular	Própria	42	11	85,02		
30-42-1	30	042	1	Casa de alvenaria	7	Rede pública	Rede pública	62	1	1	1	1	0	1	1	1	0	2	1	Particular	Própria	37	37	85,02		
30-44-1	30	044	1	Casa de alvenaria	5	Rede pública	Rede pública	45	1	1	1	1	1	0	1	1	0	1	1	Particular	Própria	25	3	85,02		
30-46-1	30	046	1	Apartamento	4	Rede pública	Rede pública	102	1	1	1	1	2	1	0	0	1	2	1	Particular	Própria	45	26	85,02		
30-47-1	30	047	1	Casa de alvenaria	6	Rede pública	Rede pública	100	2	2	1	1	2	1	1	1	0	1	1	Particular	Própria	29	29	85,02		
30-48-1	30	048	1	Casa de alvenaria	5	Rede pública	Rede pública	30	0	1	0	1	2	0	0	0	0	0	1	Particular	Alugada	16	4	85,02		
30-51-1	30	051	1	Casa de alvenaria	6	Rede pública	Rede pública	95	0	2	1	1	3	1	0	0	0	3	1	Particular	Própria	30	21	85,02		
30-56-1	30	056	1	Casa de alvenaria	5	Rede pública	Rede pública	37	1	2	1	1	3	2	2	2	0	1	1	Particular	Própria	31	31	85,02		
30-57-1	30	057	1	Casa de alvenaria	4	Rede pública	Rede pública	100	0	1	1	1	1	0	0	0	0	0	1	Particular	Alugada	39	10	85,02		
30-58-1	30	058	1	Apartamento	6	Rede pública	Rede pública	26	1	0	0	1	1	0	0	0	0	1	1	Particular	Própria	12	12	85,02		
30-59-1	30	059	1	Casa de alvenaria	6	Rede pública	Rede pública	170	2	1	1	1	3	0	0	0	0	0	1	Particular	Própria	40	40	85,02		
30-60-1	30	060	1	Apartamento	5	Rede pública	Rede pública	80	1	1	1	1	1	1	0	0	1	1	1	Particular	Própria	32	11	85,02		
30-61-1	30	061	1	Casa de alvenaria	6	Rede pública	Rede pública	194	2	2	1	1	2	1	1	1	0	2	1	Particular	Própria	59	27	85,02		
30-62-1	30	062	1	Apartamento	7	Rede pública	Rede pública	60	0	2	1	1	1	1	1	0	0	1	1	Particular	Própria	41	15	85,02		
30-64-1	30	064	1	Apartamento	5	Rede pública	Rede pública	65	1	2	1	1	4	1	1	1	0	1	1	Particular	Própria	42	14	85,02		
30-65-1	30	065	1	Apartamento	6	Rede pública	Rede pública	60	0	1	1	1	3	0	2	2	1	1	1	Particular	Própria	6	1	85,02		
30-66-1	30	066	1	Apartamento	5	Rede pública	Rede pública	170	1	3	1	1	2	1	1	1	0	2	1	Particular	Própria	21	14	85,02		
30-68-1	30	068	1	Apartamento	7	Rede pública	Rede pública	60	1	1	1	1	1	1	0	0	0	1	1	Particular	Própria	20	5	85,02		
30-69-1	30	069	1	Casa de alvenaria	8	Rede pública	Rede pública	60	1	2	1	1	2	1	2	2	0	1	1	Particular	Alugada	1	1	85,02		
30-70-1	30	070	1	Casa de alvenaria	NI	Não sabe	Rede pública	60	2	3	2	1	1	2	1	1	1	0	1	Particular	Própria	38	27	85,02		
30-71-1	30	071	1	Casa de alvenaria	7	Rede pública	Rede pública	105	2	3	1	1	2	1	1	1	0	2	1	Particular	Própria	25	12	85,02		
30-73-1	30	073	1	Casa de alvenaria	3	Rede pública	Rede pública	75	0	1	1	1	0	1	0	0	0	0	1	Particular	Alugada	17	1	85,02		
30-74-1	30	074	1	Apartamento	6	Rede pública	Rede pública	52	2	2	1	1	2	1	2	2	0	1	1	Particular	Própria	29	2	85,02		
30-76-1	30	076	1	Apartamento	5	Rede pública	Rede pública	161	2	3	1	1	3	1	2	2	1	1	1	Particular	Própria	30	17	85,02		
30-77-1	30	077	1	Apartamento	6	Rede pública	Rede pública	50	1	1	0	1	1	0	1	1	0	0	1	Particular	Alugada	40	3	85,02		
30-78-1	30	078	1	Casa de alvenaria	6	Rede pública	Rede pública	40	1	2	0	1	0	0	0	0	0	0	1	Particular	Alugada	38	9	85,02		
30-79-1	30	079	1	Casa de alvenaria	5	Rede pública	Rede pública	79	3	3	1	1	2	1	1	1	0	1	1	Particular	Própria	48	14	85,02		
30-80-1	30	080	1	Apartamento	5	Rede pública	Rede pública	50	0	1	0	1	0	0	0	0	0	0	1	Particular	Própria	30	25	85,02		
30-81-1	30	081	1	Apartamento	5	Rede pública	Rede pública	55	1	1	1	1	1	0	0	0	1	0	1	Particular	Alugada	30	3	85,02		
30-83-1	30	083	1	Casa de alvenaria	7	Rede pública	Rede pública	100	1	3	1	1	2	0	1	1	0	2	1	Particular	Alugada	18	0	85,02		
30-84-1	30	084	1	Casa de alvenaria	6	Rede pública	Rede pública	113	1	2	2	2	2	2	1	1	1	1	1	Particular	Alugada	4	4	85,02		
30-85-1	30	085	1	Apartamento	5	Rede pública	Rede pública	80	0	1	1	1	2	1	1	1	0	1	1	Particular	Própria	4	4	85,02		
30-87-1	30	087	1	Apartamento	5	Rede pública	Rede pública	52	1	3	1	1	3	1	1	1	0	0	1	Particular	Própria	47	17	85,02		
30-88-1	30	088	1	Casa de alvenaria	5	Rede pública	Rede pública	100	2	3	1	1	1	1	1	1	0	1	1	Particular	Própria	9	1	85,02		
30-89-1	30	089	1	Casa de alvenaria	7	Rede pública	Rede pública	100	1	2	1	2	3	1	0	0	0	1	1	Particular	Própria	30	30	85,02		
30-90-1	30	090	1	Apartamento	5	Rede pública	Rede pública	20	2	1	1	1	2	0	4	4	0	1	1	Particular	Alugada	10	0	85,02		
30-92-1	30	092	1	Casa de alvenaria	12	Rede pública	Rede pública	120	1	2	1	1	4	1	2	2	0	2	1	Particular	Própria	20	4	85,02		
30-93-1	30	093	1	Apartamento	5	Rede pública	Rede pública	60	1	1	1	1	1	0	1	1	0	1	1	Particular	Própria	21	20	85,02		
30-94-1	30	094	1	Casa de alvenaria	5	Rede pública	Rede pública	199	1	2	1	2	2	1	1	1	1	2	1	Particular	Própria	29	29	85,02		
30-95-1	30	095	1	Apartamento	6	Rede pública	Rede pública	65	1	2	1	1	2	0	1	1	0	1	1	Particular	Própria	5	3	85,02		
30-98-1	30	098	1	Apartamento	5	Rede pública	Rede pública	120	1	3	1	1	3	1	2	2	0	0	1	Particular	Própria	30	25	85,02		
30-102-1	30	102	1	Apartamento	7	Rede pública	Rede pública	NI	1	1	1	1	2	1	1	0	0	1	1	Particular	Alugada	0	0	85,02		
30-103-1	30	103	1	Apartamento	7	Rede pública	Rede pública	42	2	1	0	1	0	1	1	1	0	0	1	Particular	Própria	44	44	85,02		
30-104-1	30	104	1	Apartamento	4	Rede pública	Rede pública	11	0	1	0	1	1	0	1	1	0	0	1	Particular	Cedida	2	0	85,02		
30-105-1	30	105	1	Casa de alvenaria	12	Rede pública	Rede pública	100	2	3	1	1	3	1	1	1	0	2	1	Particular	Própria	20	18	85,02		
30-114-1	30	114	1	Apartamento	8	Rede pública	Rede pública	75	0	3	2	1	0	1	0	0	0	2	1	Particular	Própria	29	24	85,02		
30-115-1	30	115	1	Casa de alvenaria	6	Rede pública	Rede pública	110	1	4	1	1	3	2	3	3	0	2	1	Particular	Própria	30	25	85,02		
30-117-1	30	117	1	Apartamento	5	Rede pública	Rede pública	67	0	3	1	1	3	1	1	1	1	1	1	Particular	Própria	40	3	85,02		
30-118-1	30	118	1	Casa de alvenaria	8	Rede pública	Rede pública	110	1	1	1	1	1	1	0	0	0	1	1	Particular	Própria	60	52	85,02		
30-136-1	30	136	1	Casa de alvenaria	4	Rede pública	Rede pública	28	1	1	1	1	0	1	0	0	0	0	1	Particular	Própria	81	30	85,02		
30-149-1	30	149	1	Casa de alvenaria	6	Rede pública	Rede pública	110	0	1	1	1	0	1	0	0	0	0	1	Particular	Própria	22	22	85,02		
30-150-1	30	150	1	Casa de alvenaria	7	Rede pública	Rede pública	55	0	3	1	1	4	0	2	2	1	0	1	Particular	Alugada	3	1	85,02		
30-151-1	30	151	1	Casa de alvenaria	7	Rede pública	Rede pública	110	1	2	1	1	1	1	1	1	0	0	1	Particular	Alugada	15	0	85,02		
30-152-1	30	152	1	Casa de alvenaria	2	Rede pública	Rede pública	70	1	1	0	1	0	0	0	0	0	0	1	Particular	Própria	40	40	85,02		
30-153-1	30	153	1	Casa de alvenaria	5	Rede pública	Rede pública	90	1	2	1	1	3	1	1	1	0	1	1	Particular	Própria	39	36	85,02		
30-156-1	30	156	1	Casa de alvenaria	6	Rede pública	Rede pública	100	1	1	1	1	0	1	0	0	0	1	1	Particular	Própria	40	34	85,02		
30-176-1	30	176	1	Casa de alvenaria	8	Rede pública	Rede pública	130	1	1	1	1	4	1	1	1	0	3	1	Particular	Própria	40	2	85,02		
30-185-1	30	185	1	Casa de alvenaria	6	Rede pública	Rede pública	60	1	2	1	1	2	1	0	0	0	1	1	Particular	Própria	75	23	85,02		
31-3-1	31	003	1	Casa de alvenaria	5	Rede pública	Rede pública	120	1	2	1	1	3	0	1	1	0	0	1	Particular	Cedida	40	16	105,15		
31-6-1	31	006	1	Casa de alvenaria	4	Rede pública	Rede pública	140	0	2	1	1	2	0	1	1	0	1	1	Particular	Própria	29	29	105,15		
31-9-1	31	009	1	Casa de alvenaria	5	Rede pública	Rede pública	120	2	3	1	1	2	1	1	1	0	2	1	Particular	Própria	24	23	105,15		
31-11-1	31	011	1	Apartamento	6	Rede pública	Rede pública	100	0	2	1	1	2	1	1	1	1	1	1	Particular	Própria	30	2	105,15		
31-12-1	31	012	1	Casa de alvenaria	10	Rede pública	Rede pública	128	1	1	1	1	5	1	1	1	0	1	1	Particular	Própria	30	25	105,15		
31-13-1	31	013	1	Apartamento	7	Rede pública	Rede pública	125	2	4	1	1	3	1	1	1	0	1	1	Particular	Própria	34	6	105,15		
31-16-1	31	016	1	Casa de alvenaria	8	Rede pública	Rede pública	140	1	2	1	1	2	1	1	1	0	2	1	Particular	Própria	38	2	105,15		
31-20-1	31	020	1	Casa de alvenaria	7	Rede pública	Rede pública	170	2	2	1	1	4	1	2	1	1	2	1	Particular	Própria	24	24	105,15		
31-21-1	31	021	1	Apartamento	6	Rede pública	Rede pública	100	2	2	1	1	2	1	1	1	0	1	1	Particular	Alugada	2	2	105,15		
31-22-1	31	022	1	Apartamento	5	Rede pública	Rede pública	35	1	1	1	1	2	1	1	1	0	1	1	Particular	Própria	42	20	105,15		
31-23-1	31	023	1	Casa de alvenaria	5	Rede pública	Rede pública	70	1	2	1	1	2	0	1	1	0	1	1	Particular	Alugada	30	4	105,15		
31-24-1	31	024	1	Casa de alvenaria	7	Rede pública	Rede pública	120	1	2	1	1	3	1	1	1	1	2	1	Particular	Própria	39	2	105,15		
31-25-1	31	025	1	Casa de alvenaria	4	Rede pública	Rede pública	25	1	1	1	1	1	1	0	0	0	1	1	Particular	Própria	45	30	105,15		
31-26-1	31	026	1	Apartamento	5	Rede pública	Rede pública	50	1	2	1	1	2	1	1	1	0	2	1	Particular	Própria	35	30	105,15		
31-29-1	31	029	1	Casa de alvenaria	5	Rede pública	Rede pública	47	2	2	1	1	3	1	1	1	0	1	1	Particular	Própria	30	10	105,15		
31-30-1	31	030	1	Casa de alvenaria	7	Rede pública	Rede pública	56	2	2	1	1	1	0	1	1	0	1	1	Particular	Própria	26	0	105,15		
31-31-1	31	031	1	Casa de alvenaria	8	Rede pública	Rede pública	140	0	3	1	1	1	1	4	1	0	2	1	Particular	Própria	10	7	105,15		
31-32-1	31	032	1	Casa de alvenaria	6	Rede pública	Rede pública	120	1	1	1	1	2	1	0	0	0	1	1	Particular	Própria	30	29	105,15		
31-33-1	31	033	1	Casa de alvenaria	6	Rede pública	Rede pública	110	3	4	1	1	7	0	1	0	0	1	1	Particular	Alugada	33	2	105,15		
31-35-1	31	035	1	Casa de alvenaria	6	Rede pública	Rede pública	155	1	2	1	1	3	1	1	0	0	1	1	Particular	Própria	34	17	105,15		
31-37-1	31	037	1	Casa de alvenaria	6	Rede pública	Rede pública	52	2	2	0	1	2	0	0	0	0	0	1	Particular	Alugada	0	0	105,15		
31-38-1	31	038	1	Casa de alvenaria	3	Rede pública	Rede pública	NI	1	2	1	1	2	1	0	0	1	1	1	Particular	Própria	41	8	105,15		
31-39-1	31	039	1	Apartamento	5	Rede pública	Rede pública	55	1	1	1	1	1	1	0	0	0	1	1	Particular	Invadia	70	4	105,15		
31-42-1	31	042	1	Apartamento	5	Rede pública	Rede pública	NI	3	4	1	1	5	1	3	1	0	1	1	Particular	Própria	42	13	105,15		
31-43-1	31	043	1	Apartamento	5	Rede pública	Rede pública	50	0	2	1	1	3	0	1	1	1	1	1	Particular	Alugada	34	0	105,15		
31-44-1	31	044	1	Casa de alvenaria	5	Rede pública	Rede pública	69	2	1	1	1	4	0	1	0	0	0	1	Particular	Própria	18	15	105,15		
31-47-1	31	047	1	Casa de alvenaria	7	Rede pública	Rede pública	60	2	2	1	1	2	1	1	1	1	1	1	Particular	Própria	20	6	105,15		
31-49-1	31	049	1	Casa de alvenaria	6	Rede pública	Rede pública	98	1	3	1	1	4	1	1	1	0	2	1	Particular	Própria	41	10	105,15		
31-50-1	31	050	1	Casa de alvenaria	6	Rede pública	Rede pública	94	1	1	1	1	2	1	0	0	0	0	1	Particular	Alugada	26	5	105,15		
31-51-1	31	051	1	Casa de alvenaria	6	Rede pública	Rede pública	58	1	2	1	1	0	1	0	0	0	1	1	Particular	Própria	38	10	105,15		
31-52-1	31	052	1	Casa de alvenaria	8	Rede pública	Rede pública	140	0	1	1	1	0	1	1	1	0	1	1	Particular	Própria	28	28	105,15		
31-53-1	31	053	1	Casa de alvenaria	6	Rede pública	Rede pública	7	0	1	0	1	4	1	0	0	0	0	1	Particular	Própria	34	30	105,15		
31-54-1	31	054	1	Casa de alvenaria	4	Rede pública	Rede pública	100	1	2	1	1	0	1	1	0	0	1	1	Particular	Própria	50	30	105,15		
31-55-1	31	055	1	Casa de alvenaria	6	Rede pública	Rede pública	150	3	2	1	1	3	1	3	1	0	2	1	Particular	Própria	28	11	105,15		
31-56-1	31	056	1	Casa de alvenaria	6	Rede pública	Rede pública	55	3	2	1	1	1	1	1	1	1	1	1	Particular	Própria	65	30	105,15		
31-57-1	31	057	1	Casa de alvenaria	5	Rede pública	Rede pública	98	1	1	1	1	0	1	0	0	0	0	1	Particular	Própria	54	25	105,15		
31-59-1	31	059	1	Casa de alvenaria	3	Rede pública	Rede pública	70	0	1	1	1	3	1	0	0	0	0	1	Particular	Alugada	12	1	105,15		
31-60-1	31	060	1	Casa de alvenaria	8	Rede pública	Rede pública	70	2	4	1	1	2	1	1	1	1	1	1	Particular	Própria	13	13	105,15		
31-61-1	31	061	1	Casa de alvenaria	6	Rede pública	Rede pública	121	0	3	1	1	2	1	1	1	0	1	1	Particular	Própria	40	30	105,15		
31-62-1	31	062	1	Casa de alvenaria	6	Rede pública	Rede pública	65	0	1	1	1	3	1	1	1	0	0	1	Particular	Própria	33	3	105,15		
31-69-1	31	069	1	Casa de alvenaria	4	Rede pública	Rede pública	70	1	2	1	1	2	1	1	1	0	1	1	Particular	Própria	20	1	105,15		
31-70-1	31	070	1	Casa de alvenaria	7	Rede pública	Rede pública	155	1	2	1	1	2	1	1	1	0	2	1	Particular	Própria	29	3	105,15		
31-71-1	31	071	1	Casa de alvenaria	6	Rede pública	Rede pública	13	1	2	1	1	0	1	0	0	0	0	1	Particular	Própria	25	25	105,15		
31-72-1	31	072	1	Casa de alvenaria	7	Rede pública	Rede pública	240	3	5	1	2	4	2	2	2	0	2	1	Particular	Própria	11	9	105,15		
31-73-1	31	073	1	Casa de alvenaria	8	Rede pública	Rede pública	60	1	2	1	1	2	1	0	0	1	0	1	Particular	Própria	40	30	105,15		
31-74-1	31	074	1	Casa de alvenaria	4	Rede pública	Rede pública	80	1	1	1	1	1	1	1	1	0	0	1	Particular	Própria	25	21	105,15		
31-75-1	31	075	1	Casa de alvenaria	8	Rede pública	Rede pública	98	1	1	1	1	2	1	1	1	1	1	1	Particular	Própria	45	30	105,15		
31-76-1	31	076	1	Casa de alvenaria	8	Rede pública	Rede pública	158	1	2	1	1	3	0	1	1	0	0	1	Particular	Própria	30	27	105,15		
31-77-1	31	077	1	Casa de alvenaria	5	Rede pública	Rede pública	55	1	1	0	1	1	1	0	0	0	0	1	Particular	Alugada	37	28	105,15		
31-78-1	31	078	1	Casa de alvenaria	8	Rede pública	Rede pública	170	1	3	1	1	4	1	1	1	0	2	2	Particular	Própria	38	13	105,15		
31-78-2	31	078	2	Casa de alvenaria	8	Rede pública	Rede pública	170	1	3	1	1	4	1	1	1	0	2	2	Particular	Própria	38	13	105,15		
31-81-1	31	081	1	Apartamento	7	Rede pública	Rede pública	50	1	2	1	1	2	1	1	1	0	1	1	Particular	Própria	14	2	105,15		
31-83-1	31	083	1	Apartamento	5	Rede pública	Rede pública	142	2	2	1	1	2	1	1	0	0	1	1	Particular	Própria	52	3	105,15		
31-84-1	31	084	1	Casa de alvenaria	5	Rede pública	Rede pública	65	1	2	1	1	0	1	0	0	0	1	1	Particular	Própria	20	10	105,15		
31-85-1	31	085	1	Casa de alvenaria	5	Rede pública	Rede pública	70	0	2	1	1	2	0	0	0	0	1	1	Particular	Alugada	36	8	105,15		
